loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_roc_auc,eval_accuracy,eval_f1,eval_precision,eval_recall,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.5549,0.8974860310554504,1.965640751365456e-05,2.2851919561243146,5000,,,,,,,,,,,,,,
0.5626,1.0379101037979126,1.9623993128150272e-05,2.330895795246801,5100,,,,,,,,,,,,,,
0.5486,1.0257669687271118,1.9591578742645986e-05,2.376599634369287,5200,,,,,,,,,,,,,,
0.5553,0.9026777744293213,1.95591643571417e-05,2.422303473491773,5300,,,,,,,,,,,,,,
0.5507,0.8402749300003052,1.9526749971637414e-05,2.4680073126142594,5400,,,,,,,,,,,,,,
0.5398,1.082417368888855,1.9494335586133128e-05,2.5137111517367456,5500,,,,,,,,,,,,,,
0.5426,1.0682017803192139,1.9461921200628842e-05,2.5594149908592323,5600,,,,,,,,,,,,,,
0.5354,0.8590943217277527,1.9429506815124556e-05,2.6051188299817185,5700,,,,,,,,,,,,,,
0.5423,1.346603274345398,1.9397092429620267e-05,2.6508226691042047,5800,,,,,,,,,,,,,,
0.546,1.633599877357483,1.936467804411598e-05,2.696526508226691,5900,,,,,,,,,,,,,,
0.5355,0.9302443265914917,1.9332263658611695e-05,2.742230347349177,6000,,,,,,,,,,,,,,
0.5407,0.8794371485710144,1.929984927310741e-05,2.787934186471664,6100,,,,,,,,,,,,,,
0.5376,1.496270775794983,1.926743488760312e-05,2.83363802559415,6200,,,,,,,,,,,,,,
0.5354,0.8038992285728455,1.9235020502098833e-05,2.8793418647166362,6300,,,,,,,,,,,,,,
0.5364,2.1843292713165283,1.9202606116594547e-05,2.9250457038391224,6400,,,,,,,,,,,,,,
0.5275,0.989048182964325,1.917019173109026e-05,2.9707495429616086,6500,,,,,,,,,,,,,,
,,,3.0,6564,0.5340120792388916,0.7884452155555555,0.7343333333333333,0.734332407629367,0.7343365994647819,0.7343333333333333,48.6621,616.496,4.829,,,,,
0.5289,1.3444217443466187,1.9137777345585972e-05,3.016453382084095,6600,,,,,,,,,,,,,,
0.5308,1.2452187538146973,1.9105362960081686e-05,3.0621572212065815,6700,,,,,,,,,,,,,,
0.5369,1.597006916999817,1.90729485745774e-05,3.1078610603290677,6800,,,,,,,,,,,,,,
0.5262,0.8934258222579956,1.9040534189073114e-05,3.153564899451554,6900,,,,,,,,,,,,,,
0.5243,1.4648243188858032,1.9008119803568824e-05,3.19926873857404,7000,,,,,,,,,,,,,,
0.5248,1.8094215393066406,1.8975705418064538e-05,3.2449725776965264,7100,,,,,,,,,,,,,,
0.5241,1.4958131313323975,1.8943291032560252e-05,3.2906764168190126,7200,,,,,,,,,,,,,,
0.5288,1.64145827293396,1.8910876647055966e-05,3.3363802559414992,7300,,,,,,,,,,,,,,
0.5231,1.249111294746399,1.8878462261551677e-05,3.3820840950639854,7400,,,,,,,,,,,,,,
0.5315,0.7593551874160767,1.884604787604739e-05,3.4277879341864717,7500,,,,,,,,,,,,,,
0.525,0.7097333073616028,1.8813633490543105e-05,3.473491773308958,7600,,,,,,,,,,,,,,
0.5254,1.48331880569458,1.878121910503882e-05,3.519195612431444,7700,,,,,,,,,,,,,,
0.5256,0.944642961025238,1.874880471953453e-05,3.5648994515539307,7800,,,,,,,,,,,,,,
0.5185,1.061812400817871,1.8716390334030243e-05,3.610603290676417,7900,,,,,,,,,,,,,,
0.5249,0.7182438373565674,1.8683975948525957e-05,3.656307129798903,8000,,,,,,,,,,,,,,
0.5227,0.6943650245666504,1.865156156302167e-05,3.7020109689213894,8100,,,,,,,,,,,,,,
0.523,2.144733190536499,1.8619147177517382e-05,3.7477148080438756,8200,,,,,,,,,,,,,,
0.5293,0.7023442983627319,1.85867327920131e-05,3.7934186471663622,8300,,,,,,,,,,,,,,
0.5202,0.8073356747627258,1.855431840650881e-05,3.839122486288848,8400,,,,,,,,,,,,,,
0.5269,1.0242393016815186,1.8521904021004524e-05,3.8848263254113347,8500,,,,,,,,,,,,,,
0.5159,1.566967487335205,1.8489489635500238e-05,3.930530164533821,8600,,,,,,,,,,,,,,
0.5127,1.1070266962051392,1.845707524999595e-05,3.976234003656307,8700,,,,,,,,,,,,,,
,,,4.0,8752,0.5185382962226868,0.8029810577777778,0.7439666666666667,0.7439362437317844,0.7440826645121495,0.7439666666666667,48.6547,616.59,4.83,,,,,
0.5204,0.8519808650016785,1.8424660864491662e-05,4.021937842778794,8800,,,,,,,,,,,,,,
0.5259,1.052008867263794,1.8392246478987376e-05,4.0676416819012795,8900,,,,,,,,,,,,,,
0.5188,0.7038499116897583,1.835983209348309e-05,4.113345521023766,9000,,,,,,,,,,,,,,
0.519,1.1421176195144653,1.8327417707978804e-05,4.159049360146252,9100,,,,,,,,,,,,,,
0.5127,0.9577773809432983,1.8295003322474515e-05,4.204753199268739,9200,,,,,,,,,,,,,,
0.5147,0.8823177814483643,1.826258893697023e-05,4.250457038391225,9300,,,,,,,,,,,,,,
0.5125,0.8852212429046631,1.8230174551465943e-05,4.296160877513711,9400,,,,,,,,,,,,,,
0.5024,0.9925124049186707,1.8197760165961657e-05,4.341864716636198,9500,,,,,,,,,,,,,,
0.515,0.8540719747543335,1.8165345780457367e-05,4.387568555758683,9600,,,,,,,,,,,,,,
0.5215,0.8782159686088562,1.813293139495308e-05,4.43327239488117,9700,,,,,,,,,,,,,,
0.5187,1.1167411804199219,1.8100517009448795e-05,4.478976234003657,9800,,,,,,,,,,,,,,
0.5106,0.8463632464408875,1.806810262394451e-05,4.5246800731261425,9900,,,,,,,,,,,,,,
0.5052,0.6568104028701782,1.803568823844022e-05,4.570383912248629,10000,,,,,,,,,,,,,,
0.5098,0.946955680847168,1.8003273852935934e-05,4.616087751371115,10100,,,,,,,,,,,,,,
0.5106,0.9618228077888489,1.7970859467431648e-05,4.661791590493602,10200,,,,,,,,,,,,,,
0.5242,0.9998368620872498,1.7938445081927362e-05,4.707495429616088,10300,,,,,,,,,,,,,,
0.5166,0.9014186263084412,1.7906030696423072e-05,4.753199268738574,10400,,,,,,,,,,,,,,
0.5074,1.1940497159957886,1.7873616310918786e-05,4.798903107861061,10500,,,,,,,,,,,,,,
0.5102,1.2628754377365112,1.78412019254145e-05,4.844606946983546,10600,,,,,,,,,,,,,,
0.5015,1.386962890625,1.7808787539910214e-05,4.890310786106033,10700,,,,,,,,,,,,,,
0.5082,1.027797818183899,1.7776373154405925e-05,4.936014625228519,10800,,,,,,,,,,,,,,
0.5017,1.354455590248108,1.774395876890164e-05,4.9817184643510055,10900,,,,,,,,,,,,,,
,,,5.0,10940,0.5091652870178223,0.8114071822222223,0.7497666666666667,0.7497520852767823,0.7498248936322088,0.7497666666666667,48.7135,615.846,4.824,,,,,
0.5112,0.9889988303184509,1.7711544383397353e-05,5.027422303473492,11000,,,,,,,,,,,,,,
0.5122,1.6069387197494507,1.7679129997893067e-05,5.073126142595978,11100,,,,,,,,,,,,,,
0.5057,1.3277552127838135,1.764671561238878e-05,5.118829981718465,11200,,,,,,,,,,,,,,
0.5204,1.091042160987854,1.7614301226884495e-05,5.16453382084095,11300,,,,,,,,,,,,,,
0.501,0.7100074291229248,1.7581886841380205e-05,5.210237659963437,11400,,,,,,,,,,,,,,
0.5071,1.178941011428833,1.754947245587592e-05,5.255941499085923,11500,,,,,,,,,,,,,,
0.5101,0.9787272810935974,1.7517058070371633e-05,5.301645338208409,11600,,,,,,,,,,,,,,
0.5036,0.78940349817276,1.7484643684867347e-05,5.347349177330896,11700,,,,,,,,,,,,,,
0.5017,0.7166414260864258,1.7452229299363058e-05,5.393053016453382,11800,,,,,,,,,,,,,,
0.4981,0.8748329281806946,1.7419814913858772e-05,5.4387568555758685,11900,,,,,,,,,,,,,,
0.5023,0.994286835193634,1.7387400528354486e-05,5.484460694698354,12000,,,,,,,,,,,,,,
0.506,0.8988235592842102,1.73549861428502e-05,5.530164533820841,12100,,,,,,,,,,,,,,
0.4996,1.2298414707183838,1.732257175734591e-05,5.575868372943328,12200,,,,,,,,,,,,,,
0.5138,1.3997539281845093,1.7290157371841624e-05,5.621572212065813,12300,,,,,,,,,,,,,,
0.5041,0.6998929977416992,1.725774298633734e-05,5.6672760511883,12400,,,,,,,,,,,,,,
0.5113,0.9803102016448975,1.7225328600833052e-05,5.712979890310786,12500,,,,,,,,,,,,,,
0.5033,0.7820250391960144,1.7192914215328763e-05,5.7586837294332724,12600,,,,,,,,,,,,,,
0.4983,1.4762250185012817,1.7160499829824477e-05,5.804387568555759,12700,,,,,,,,,,,,,,
0.5069,0.754836916923523,1.712808544432019e-05,5.850091407678245,12800,,,,,,,,,,,,,,
0.5069,0.7286662459373474,1.7095671058815905e-05,5.8957952468007315,12900,,,,,,,,,,,,,,
0.5022,1.596085548400879,1.7063256673311615e-05,5.941499085923217,13000,,,,,,,,,,,,,,
0.4863,1.3438539505004883,1.703084228780733e-05,5.987202925045704,13100,,,,,,,,,,,,,,
,,,6.0,13128,0.5027390122413635,0.8171725422222221,0.7537333333333334,0.7537276592186016,0.7537567195526071,0.7537333333333334,48.6987,616.033,4.826,,,,,
0.5105,1.1259971857070923,1.6998427902303043e-05,6.03290676416819,13200,,,,,,,,,,,,,,
0.5026,1.0229122638702393,1.6966013516798757e-05,6.078610603290676,13300,,,,,,,,,,,,,,
0.5075,1.0814324617385864,1.6933599131294468e-05,6.124314442413163,13400,,,,,,,,,,,,,,
0.5064,1.3915770053863525,1.6901184745790182e-05,6.170018281535649,13500,,,,,,,,,,,,,,
0.4976,0.8783285021781921,1.6868770360285896e-05,6.2157221206581355,13600,,,,,,,,,,,,,,
0.4994,1.249489665031433,1.683635597478161e-05,6.261425959780621,13700,,,,,,,,,,,,,,
0.4909,0.8599708080291748,1.680394158927732e-05,6.307129798903108,13800,,,,,,,,,,,,,,
0.5005,1.1106280088424683,1.6771527203773034e-05,6.3528336380255945,13900,,,,,,,,,,,,,,
0.4992,0.6392598748207092,1.6739112818268752e-05,6.39853747714808,14000,,,,,,,,,,,,,,
0.4984,0.6277339458465576,1.6706698432764462e-05,6.444241316270567,14100,,,,,,,,,,,,,,
0.498,0.8240312337875366,1.6674284047260176e-05,6.489945155393053,14200,,,,,,,,,,,,,,
0.4966,1.7261916399002075,1.664186966175589e-05,6.535648994515539,14300,,,,,,,,,,,,,,
0.4893,0.8547182083129883,1.66094552762516e-05,6.581352833638025,14400,,,,,,,,,,,,,,
0.5019,0.8179837465286255,1.6577040890747315e-05,6.627056672760512,14500,,,,,,,,,,,,,,
0.4963,0.7785555720329285,1.654462650524303e-05,6.6727605118829985,14600,,,,,,,,,,,,,,
0.5039,1.1305772066116333,1.6512212119738743e-05,6.718464351005484,14700,,,,,,,,,,,,,,
0.5038,0.7538353204727173,1.6479797734234453e-05,6.764168190127971,14800,,,,,,,,,,,,,,
0.4946,0.8710645437240601,1.6447383348730167e-05,6.809872029250457,14900,,,,,,,,,,,,,,
0.5032,0.9379597902297974,1.641496896322588e-05,6.855575868372943,15000,,,,,,,,,,,,,,
0.5086,1.2692008018493652,1.6382554577721595e-05,6.90127970749543,15100,,,,,,,,,,,,,,
0.495,1.0951675176620483,1.6350140192217306e-05,6.946983546617916,15200,,,,,,,,,,,,,,
0.4961,0.9223989844322205,1.631772580671302e-05,6.992687385740402,15300,,,,,,,,,,,,,,
,,,7.0,15316,0.49828118085861206,0.8213132244444445,0.7559333333333333,0.7559111494537564,0.7560264086049701,0.7559333333333333,48.7416,615.49,4.821,,,,,
0.4942,1.0954217910766602,1.6285311421208734e-05,7.038391224862888,15400,,,,,,,,,,,,,,
0.4936,0.8065797686576843,1.6252897035704448e-05,7.084095063985375,15500,,,,,,,,,,,,,,
0.492,1.0804378986358643,1.622048265020016e-05,7.1297989031078615,15600,,,,,,,,,,,,,,
0.4976,0.7147574424743652,1.6188068264695872e-05,7.175502742230347,15700,,,,,,,,,,,,,,
0.4977,1.0667335987091064,1.6155653879191586e-05,7.221206581352834,15800,,,,,,,,,,,,,,
0.4931,2.097996234893799,1.61232394936873e-05,7.26691042047532,15900,,,,,,,,,,,,,,
0.4957,0.9854501485824585,1.609082510818301e-05,7.312614259597806,16000,,,,,,,,,,,,,,
0.497,2.0007991790771484,1.6058410722678725e-05,7.358318098720293,16100,,,,,,,,,,,,,,
0.4974,1.1971077919006348,1.602599633717444e-05,7.404021937842779,16200,,,,,,,,,,,,,,
0.4951,0.8520934581756592,1.5993581951670153e-05,7.449725776965265,16300,,,,,,,,,,,,,,
0.495,0.870824933052063,1.5961167566165863e-05,7.495429616087751,16400,,,,,,,,,,,,,,
0.5015,0.8327226042747498,1.5928753180661577e-05,7.541133455210238,16500,,,,,,,,,,,,,,
0.499,0.7863295674324036,1.589633879515729e-05,7.586837294332724,16600,,,,,,,,,,,,,,
0.4948,1.0783720016479492,1.5863924409653005e-05,7.63254113345521,16700,,,,,,,,,,,,,,
0.494,1.953031301498413,1.5831510024148716e-05,7.678244972577697,16800,,,,,,,,,,,,,,
0.498,0.8516457080841064,1.5799095638644433e-05,7.723948811700183,16900,,,,,,,,,,,,,,
0.4946,1.1297518014907837,1.5766681253140147e-05,7.769652650822669,17000,,,,,,,,,,,,,,
0.5007,1.0044463872909546,1.5734266867635858e-05,7.815356489945155,17100,,,,,,,,,,,,,,
0.4859,0.6724786758422852,1.5701852482131572e-05,7.861060329067642,17200,,,,,,,,,,,,,,
0.4909,0.9182630777359009,1.5669438096627286e-05,7.9067641681901275,17300,,,,,,,,,,,,,,
0.4946,0.7678365707397461,1.5637023711123e-05,7.952468007312614,17400,,,,,,,,,,,,,,
0.5034,0.854941725730896,1.560460932561871e-05,7.998171846435101,17500,,,,,,,,,,,,,,
,,,8.0,17504,0.4945497512817383,0.8247697688888889,0.7587,0.7586987964432191,0.7587051614554211,0.7587,48.6772,616.305,4.828,,,,,
0.4875,0.6590226292610168,1.5572194940114424e-05,8.043875685557587,17600,,,,,,,,,,,,,,
0.4876,0.9482914805412292,1.553978055461014e-05,8.089579524680072,17700,,,,,,,,,,,,,,
0.4975,0.9833114147186279,1.5507366169105852e-05,8.135283363802559,17800,,,,,,,,,,,,,,
0.4905,1.086273193359375,1.5474951783601563e-05,8.180987202925046,17900,,,,,,,,,,,,,,
0.4962,1.9879231452941895,1.5442537398097277e-05,8.226691042047532,18000,,,,,,,,,,,,,,
0.4917,0.893794596195221,1.541012301259299e-05,8.272394881170019,18100,,,,,,,,,,,,,,
0.4928,0.8200089931488037,1.5377708627088705e-05,8.318098720292504,18200,,,,,,,,,,,,,,
0.4908,0.6523421406745911,1.5345294241584415e-05,8.36380255941499,18300,,,,,,,,,,,,,,
0.4877,1.3837357759475708,1.531287985608013e-05,8.409506398537477,18400,,,,,,,,,,,,,,
0.503,0.8757205009460449,1.5280465470575843e-05,8.455210237659964,18500,,,,,,,,,,,,,,
0.4856,0.8492480516433716,1.5248051085071556e-05,8.50091407678245,18600,,,,,,,,,,,,,,
0.4854,1.337253451347351,1.5215636699567268e-05,8.546617915904935,18700,,,,,,,,,,,,,,
0.4913,0.8802668452262878,1.5183222314062982e-05,8.592321755027422,18800,,,,,,,,,,,,,,
0.4889,0.7434343099594116,1.5150807928558694e-05,8.638025594149909,18900,,,,,,,,,,,,,,
0.4972,0.8842307925224304,1.5118393543054408e-05,8.683729433272395,19000,,,,,,,,,,,,,,
0.4936,0.7901228070259094,1.508597915755012e-05,8.729433272394882,19100,,,,,,,,,,,,,,
0.4818,1.8796870708465576,1.5053564772045835e-05,8.775137111517367,19200,,,,,,,,,,,,,,
0.4978,0.9252172708511353,1.5021150386541547e-05,8.820840950639854,19300,,,,,,,,,,,,,,
0.493,0.9440110325813293,1.498873600103726e-05,8.86654478976234,19400,,,,,,,,,,,,,,
0.4995,0.8932631611824036,1.4956321615532973e-05,8.912248628884827,19500,,,,,,,,,,,,,,
0.4986,0.7475103735923767,1.4923907230028687e-05,8.957952468007313,19600,,,,,,,,,,,,,,
,,,9.0,19692,0.49193570017814636,0.827026131111111,0.76,0.7599702480455456,0.7601289731009923,0.76,48.7172,615.799,4.824,,,,,
0.4948,1.1415656805038452,1.4891492844524403e-05,9.003656307129798,19700,,,,,,,,,,,,,,
0.4941,1.0380027294158936,1.4859078459020115e-05,9.049360146252285,19800,,,,,,,,,,,,,,
0.4924,0.8070912957191467,1.4826664073515829e-05,9.095063985374772,19900,,,,,,,,,,,,,,
0.4836,1.255074143409729,1.4794249688011541e-05,9.140767824497258,20000,,,,,,,,,,,,,,
0.4961,0.892586886882782,1.4761835302507255e-05,9.186471663619743,20100,,,,,,,,,,,,,,
0.5002,0.8913043141365051,1.4729420917002967e-05,9.23217550274223,20200,,,,,,,,,,,,,,
0.4934,0.7222060561180115,1.4697006531498681e-05,9.277879341864717,20300,,,,,,,,,,,,,,
0.4884,0.6851872205734253,1.4664592145994394e-05,9.323583180987203,20400,,,,,,,,,,,,,,
0.4886,0.7533177733421326,1.4632177760490108e-05,9.36928702010969,20500,,,,,,,,,,,,,,
0.4922,1.1985818147659302,1.459976337498582e-05,9.414990859232175,20600,,,,,,,,,,,,,,
0.4886,1.612555980682373,1.4567348989481534e-05,9.460694698354661,20700,,,,,,,,,,,,,,
0.4855,0.9303874969482422,1.4534934603977246e-05,9.506398537477148,20800,,,,,,,,,,,,,,
0.4923,1.1420329809188843,1.450252021847296e-05,9.552102376599635,20900,,,,,,,,,,,,,,
0.4924,0.7628949880599976,1.4470105832968673e-05,9.597806215722121,21000,,,,,,,,,,,,,,
0.4873,0.7828512787818909,1.4437691447464387e-05,9.643510054844606,21100,,,,,,,,,,,,,,
0.4994,0.82466721534729,1.4405277061960099e-05,9.689213893967093,21200,,,,,,,,,,,,,,
0.4904,0.8128069639205933,1.4372862676455813e-05,9.73491773308958,21300,,,,,,,,,,,,,,
0.4901,0.824411928653717,1.4340448290951525e-05,9.780621572212066,21400,,,,,,,,,,,,,,
0.4873,1.2992863655090332,1.4308033905447239e-05,9.826325411334553,21500,,,,,,,,,,,,,,
0.4789,1.1520253419876099,1.4275619519942951e-05,9.872029250457038,21600,,,,,,,,,,,,,,
0.4856,0.8105871677398682,1.4243205134438665e-05,9.917733089579524,21700,,,,,,,,,,,,,,
0.4899,0.9538588523864746,1.4210790748934378e-05,9.963436928702011,21800,,,,,,,,,,,,,,
,,,10.0,21880,0.48963308334350586,0.8289011866666667,0.7621333333333333,0.7621247698250472,0.7621710859697131,0.7621333333333333,48.6858,616.196,4.827,,,,,
0.4778,1.1889402866363525,1.4178376363430092e-05,10.009140767824498,21900,,,,,,,,,,,,,,
0.4889,1.1605687141418457,1.4145961977925804e-05,10.054844606946984,22000,,,,,,,,,,,,,,
0.4839,0.7675915956497192,1.4113547592421518e-05,10.10054844606947,22100,,,,,,,,,,,,,,
0.4892,0.8081179261207581,1.408113320691723e-05,10.146252285191956,22200,,,,,,,,,,,,,,
0.4902,0.9688366055488586,1.4048718821412944e-05,10.191956124314443,22300,,,,,,,,,,,,,,
0.497,0.9270855784416199,1.4016304435908656e-05,10.23765996343693,22400,,,,,,,,,,,,,,
0.4775,0.6973048448562622,1.398389005040437e-05,10.283363802559416,22500,,,,,,,,,,,,,,
0.4934,0.8800080418586731,1.3951475664900084e-05,10.3290676416819,22600,,,,,,,,,,,,,,
0.49,1.8318084478378296,1.3919061279395798e-05,10.374771480804387,22700,,,,,,,,,,,,,,
0.4908,1.1964813470840454,1.388664689389151e-05,10.420475319926874,22800,,,,,,,,,,,,,,
0.488,0.6969913244247437,1.3854232508387225e-05,10.46617915904936,22900,,,,,,,,,,,,,,
0.4781,0.7884758114814758,1.3821818122882937e-05,10.511882998171846,23000,,,,,,,,,,,,,,
0.4878,1.1194124221801758,1.378940373737865e-05,10.557586837294332,23100,,,,,,,,,,,,,,
0.4826,1.0191466808319092,1.3756989351874363e-05,10.603290676416819,23200,,,,,,,,,,,,,,
0.5017,1.358400583267212,1.3724574966370077e-05,10.648994515539306,23300,,,,,,,,,,,,,,
0.4823,1.0194920301437378,1.369216058086579e-05,10.694698354661792,23400,,,,,,,,,,,,,,
0.4916,0.8823726773262024,1.3659746195361503e-05,10.740402193784277,23500,,,,,,,,,,,,,,
0.4848,0.857855498790741,1.3627331809857216e-05,10.786106032906764,23600,,,,,,,,,,,,,,
0.4912,0.9724682569503784,1.359491742435293e-05,10.83180987202925,23700,,,,,,,,,,,,,,
0.4934,0.9311016201972961,1.3562503038848642e-05,10.877513711151737,23800,,,,,,,,,,,,,,
0.4881,1.7241450548171997,1.3530088653344356e-05,10.923217550274224,23900,,,,,,,,,,,,,,
0.4835,0.9507932066917419,1.3497674267840068e-05,10.968921389396709,24000,,,,,,,,,,,,,,
,,,11.0,24068,0.48777058720588684,0.8306469644444444,0.7633,0.7632972098001098,0.7633124154729589,0.7633,48.7226,615.73,4.823,,,,,
0.4829,0.8662140965461731,1.3465259882335782e-05,11.014625228519195,24100,,,,,,,,,,,,,,
0.4906,1.3026047945022583,1.3432845496831494e-05,11.060329067641682,24200,,,,,,,,,,,,,,
0.4759,0.8878284692764282,1.3400431111327208e-05,11.106032906764169,24300,,,,,,,,,,,,,,
0.4911,1.2103971242904663,1.336801672582292e-05,11.151736745886655,24400,,,,,,,,,,,,,,
0.4864,0.843166708946228,1.3335602340318635e-05,11.19744058500914,24500,,,,,,,,,,,,,,
0.4895,0.9990550875663757,1.3303187954814347e-05,11.243144424131627,24600,,,,,,,,,,,,,,
0.4765,0.9640450477600098,1.3270773569310061e-05,11.288848263254113,24700,,,,,,,,,,,,,,
0.4736,1.103681206703186,1.3238359183805773e-05,11.3345521023766,24800,,,,,,,,,,,,,,
0.4895,1.254122257232666,1.3205944798301487e-05,11.380255941499087,24900,,,,,,,,,,,,,,
0.4862,0.8493323922157288,1.31735304127972e-05,11.425959780621572,25000,,,,,,,,,,,,,,
0.4893,0.833128809928894,1.3141116027292913e-05,11.471663619744058,25100,,,,,,,,,,,,,,
0.4827,1.0877776145935059,1.3108701641788626e-05,11.517367458866545,25200,,,,,,,,,,,,,,
0.4915,0.9156039953231812,1.307628725628434e-05,11.563071297989032,25300,,,,,,,,,,,,,,
0.4809,0.8794538974761963,1.3043872870780052e-05,11.608775137111518,25400,,,,,,,,,,,,,,
